photo-loss_step,ssim-loss_step,smooth1-loss_step,selfsup-loss_step,total-loss_step,epoch,step,val-loss,photo-loss_epoch,ssim-loss_epoch,smooth1-loss_epoch,selfsup-loss_epoch,total-loss_epoch
1.2692234516143799,2.62365460395813,0.04900704696774483,0.015138650313019753,3.9570236206054688,0,49,,,,,,
0.9357941150665283,2.63516902923584,0.13108573853969574,0.014061294496059418,3.7161099910736084,0,99,,,,,,
1.090574026107788,2.303633451461792,0.2056446373462677,0.017156843096017838,3.617008924484253,0,149,,,,,,
1.2742207050323486,2.78037428855896,0.008735032752156258,0.015904482454061508,4.079234600067139,0,199,,,,,,
0.8512927293777466,2.6918466091156006,0.1264168620109558,0.01187637634575367,3.6814327239990234,0,249,,,,,,
1.7207139730453491,2.6796393394470215,0.11146973073482513,0.013068458065390587,4.5248918533325195,0,299,,,,,,
1.30106520652771,2.6863603591918945,0.14935652911663055,0.01497291587293148,4.151754856109619,0,349,,,,,,
1.4591013193130493,2.7031705379486084,0.10728838294744492,0.017894592136144638,4.287455081939697,0,399,,,,,,
1.0752999782562256,2.7340054512023926,0.01939702033996582,0.012599115259945393,3.841301679611206,0,449,,,,,,
1.2956758737564087,2.632939338684082,0.07755828648805618,0.014572471380233765,4.020746231079102,0,499,,,,,,
2.36739182472229,2.641916275024414,0.06890150904655457,0.013155754655599594,5.091365337371826,0,549,,,,,,
2.0124526023864746,2.810885429382324,0.04488283768296242,0.016881991177797318,4.88510274887085,0,599,,,,,,
1.9683464765548706,2.7314324378967285,0.05253836140036583,0.01608826406300068,4.768405914306641,0,649,,,,,,
1.1889355182647705,2.681854724884033,0.1287919580936432,0.02001415751874447,4.019596576690674,0,699,,,,,,
0.5819859504699707,2.3477447032928467,0.14900702238082886,0.015241187997162342,3.0939788818359375,0,749,,,,,,
1.872583031654358,2.7688393592834473,0.08226807415485382,0.013638712465763092,4.737329006195068,0,799,,,,,,
1.2399272918701172,2.938955307006836,0.07345924526453018,0.016482343897223473,4.268824100494385,0,849,,,,,,
0.9668095707893372,2.5370912551879883,0.12844659388065338,0.01371283084154129,3.6460602283477783,0,899,,,,,,
0.7785425782203674,2.3135743141174316,0.12996572256088257,0.01676393672823906,3.23884654045105,0,949,,,,,,
0.47895538806915283,2.506084442138672,0.1249154657125473,0.012950563803315163,3.122905731201172,0,999,,,,,,
1.6227374076843262,2.948406219482422,0.07802203297615051,0.016229089349508286,4.6653947830200195,0,1049,,,,,,
2.1311306953430176,2.819680690765381,0.06866609305143356,0.01290720235556364,5.032384395599365,0,1099,,,,,,
1.533207654953003,2.765578508377075,0.14354538917541504,0.016820579767227173,4.459151744842529,0,1149,,,,,,
0.3800995647907257,2.568776845932007,0.08365138620138168,0.01431124098598957,3.0468389987945557,0,1199,,,,,,
1.6166566610336304,2.9007887840270996,0.050145894289016724,0.015729453414678574,4.5833210945129395,0,1249,,,,,,
1.3509798049926758,2.6165599822998047,0.09609494358301163,0.013330448418855667,4.07696533203125,0,1299,,,,,,
0.7213847637176514,2.604084014892578,0.1402168869972229,0.016799595206975937,3.482485294342041,0,1349,,,,,,
1.0303648710250854,2.723964214324951,0.09423784911632538,0.014390694908797741,3.862957715988159,0,1399,,,,,,
0.9957907199859619,2.7098941802978516,0.09078671038150787,0.013114271685481071,3.8095858097076416,0,1449,,,,,,
0.5540333390235901,2.564180374145508,0.12339283525943756,0.016956113278865814,3.2585625648498535,0,1499,,,,,,
1.1218165159225464,2.4268109798431396,0.13180190324783325,0.015563230030238628,3.6959924697875977,0,1549,,,,,,
1.341888666152954,2.664191246032715,0.12257540971040726,0.01340274978429079,4.1420578956604,0,1599,,,,,,
0.6494518518447876,2.5740604400634766,0.12088407576084137,0.01186147890985012,3.356257915496826,0,1649,,,,,,
1.129205346107483,2.8265256881713867,0.062056783586740494,0.01569289341568947,4.033480644226074,0,1699,,,,,,
