train-loss,epoch,step,val-loss
8.827849388122559,0,49,
13.723541259765625,0,99,
9.913835525512695,0,149,
9.567225456237793,0,199,
19.47246551513672,0,249,
23.19481658935547,0,299,
8.315794944763184,0,349,
14.681675910949707,0,399,
14.94449234008789,0,449,
19.845335006713867,0,499,
28.47249984741211,0,549,
15.266210556030273,0,599,
34.11566162109375,0,649,
27.696210861206055,0,699,
10.106039047241211,0,749,
16.914419174194336,0,799,
8.621694564819336,0,849,
24.839784622192383,0,899,
9.351160049438477,0,949,
9.531524658203125,0,999,
11.275208473205566,0,1049,
14.509262084960938,0,1099,
11.373037338256836,0,1149,
36.05719757080078,0,1199,
12.197437286376953,0,1249,
9.216341972351074,0,1299,
6.568717002868652,0,1349,
12.059587478637695,0,1399,
14.118711471557617,0,1449,
17.277263641357422,0,1499,
21.260391235351562,0,1549,
16.76709747314453,0,1599,
17.70199203491211,0,1649,
8.312639236450195,0,1699,
41.646236419677734,0,1749,
8.516890525817871,0,1799,
10.687363624572754,0,1849,
7.8456807136535645,0,1899,
16.288785934448242,0,1949,
27.69842529296875,0,1999,
8.52374267578125,0,2049,
8.803838729858398,0,2099,
10.380830764770508,0,2149,
46.23212814331055,0,2199,
15.520153045654297,0,2249,
10.96839714050293,0,2299,
34.706077575683594,0,2349,
20.396724700927734,0,2399,
8.830050468444824,0,2449,
22.277814865112305,0,2499,
11.479584693908691,0,2549,
14.001733779907227,0,2599,
19.918704986572266,0,2649,
7.0933122634887695,0,2699,
8.540534973144531,0,2749,
25.999238967895508,0,2799,
10.205531120300293,0,2849,
8.503789901733398,0,2899,
11.54997730255127,0,2949,
4.409760475158691,0,2999,
16.988990783691406,0,3049,
23.399311065673828,0,3099,
19.019851684570312,0,3149,
30.476402282714844,0,3199,
7.190601348876953,0,3249,
15.318540573120117,0,3299,
16.973363876342773,0,3349,
23.29173469543457,0,3399,
17.097164154052734,0,3449,
55.078060150146484,0,3499,
24.071128845214844,0,3549,
12.3901948928833,0,3599,
13.436031341552734,0,3649,
28.923038482666016,0,3699,
9.921951293945312,0,3749,
17.893020629882812,0,3799,
10.803842544555664,0,3849,
10.258216857910156,0,3899,
50.82171630859375,0,3949,
12.311347961425781,0,3999,
13.693334579467773,0,4049,
18.138530731201172,0,4099,
31.734981536865234,0,4149,
14.679718971252441,0,4199,
5.65717887878418,0,4249,
12.332341194152832,0,4299,
10.183777809143066,0,4349,
13.868765830993652,0,4399,
13.686511039733887,0,4449,
8.22824478149414,0,4499,
26.44326400756836,0,4549,
9.107821464538574,0,4599,
27.06157875061035,0,4649,
13.340042114257812,0,4699,
16.29298210144043,0,4749,
13.566051483154297,0,4799,
15.137014389038086,0,4849,
10.906015396118164,0,4899,
9.277565002441406,0,4949,
15.231122016906738,0,4999,
18.583560943603516,0,5049,
10.711807250976562,0,5099,
17.423099517822266,0,5149,
18.857418060302734,0,5199,
10.350112915039062,0,5249,
15.638507843017578,0,5299,
43.82130432128906,0,5349,
8.111775398254395,0,5399,
10.339653015136719,0,5449,
11.216599464416504,0,5499,
10.284271240234375,0,5549,
19.090187072753906,0,5599,
12.653451919555664,0,5649,
9.9307861328125,0,5699,
10.454510688781738,0,5749,
13.950403213500977,0,5799,
11.674995422363281,0,5849,
14.083130836486816,0,5899,
9.667730331420898,0,5949,
6.237046718597412,0,5999,
17.595001220703125,0,6049,
13.289366722106934,0,6099,
14.133245468139648,0,6149,
9.732978820800781,0,6199,
10.455121994018555,0,6249,
53.42649841308594,0,6299,
52.82897186279297,0,6349,
20.256725311279297,0,6399,
13.989481925964355,0,6449,
10.664528846740723,0,6499,
15.337556838989258,0,6549,
8.790582656860352,0,6599,
8.785480499267578,0,6649,
11.887948036193848,0,6699,
8.866029739379883,0,6749,
14.044315338134766,0,6799,
8.629374504089355,0,6849,
33.776344299316406,0,6899,
23.080947875976562,0,6949,
8.991308212280273,0,6999,
8.475260734558105,0,7049,
14.151103973388672,0,7099,
13.438150405883789,0,7149,
52.34770584106445,0,7199,
26.376392364501953,0,7249,
8.458829879760742,0,7299,
15.603507995605469,0,7349,
20.100425720214844,0,7399,
13.749979019165039,0,7449,
11.120863914489746,0,7499,
14.302311897277832,0,7549,
14.983602523803711,0,7599,
12.006027221679688,0,7649,
11.065407752990723,0,7699,
14.068672180175781,0,7749,
32.73356246948242,0,7799,
13.156482696533203,0,7849,
8.725137710571289,0,7899,
8.87374496459961,0,7949,
16.744770050048828,0,7999,
7.031308650970459,0,8049,
13.253355026245117,0,8099,
22.700637817382812,0,8149,
10.201416015625,0,8199,
10.401901245117188,0,8249,
12.47007942199707,0,8299,
9.496206283569336,0,8349,
19.166351318359375,0,8399,
8.530749320983887,0,8449,
4.576007843017578,0,8499,
16.968786239624023,0,8549,
25.78526496887207,0,8599,
12.622200965881348,0,8649,
16.406253814697266,0,8699,
23.596660614013672,0,8749,
20.507923126220703,0,8799,
9.591975212097168,0,8849,
26.455524444580078,0,8899,
10.321112632751465,0,8949,
10.570371627807617,0,8999,
32.85783767700195,0,9049,
18.228622436523438,0,9099,
45.524505615234375,0,9149,
12.77792739868164,0,9199,
18.59056854248047,0,9249,
28.45687484741211,0,9299,
30.67867088317871,0,9349,
11.731183052062988,0,9399,
21.18865966796875,0,9449,
16.518604278564453,0,9499,
9.376972198486328,0,9549,
27.386856079101562,0,9599,
8.449882507324219,0,9649,
8.295827865600586,0,9699,
8.225290298461914,0,9749,
31.66425895690918,0,9799,
10.864065170288086,0,9849,
39.6492919921875,0,9899,
20.749370574951172,0,9949,
18.434551239013672,0,9999,
10.48287582397461,0,10049,
18.89025115966797,0,10099,
27.453035354614258,0,10149,
10.795328140258789,0,10199,
8.476177215576172,0,10249,
23.46075439453125,0,10299,
16.296144485473633,0,10349,
15.713171005249023,0,10399,
8.935822486877441,0,10449,
15.794458389282227,0,10499,
12.822652816772461,0,10549,
12.795844078063965,0,10599,
26.023521423339844,0,10649,
7.21535587310791,0,10699,
15.629729270935059,0,10749,
22.71125030517578,0,10799,
40.97246170043945,0,10849,
6.872092247009277,0,10899,
7.974506378173828,0,10949,
3.48563814163208,0,10999,
10.12806510925293,0,11049,
14.18927001953125,0,11099,
18.693443298339844,0,11149,
21.834991455078125,0,11199,
16.948822021484375,0,11249,
10.315000534057617,0,11299,
13.612226486206055,0,11349,
17.501365661621094,0,11399,
9.34027099609375,0,11449,
10.875350952148438,0,11499,
7.215019702911377,0,11549,
26.605104446411133,0,11599,
29.964487075805664,0,11649,
9.410287857055664,0,11699,
52.73447799682617,0,11749,
9.988407135009766,0,11799,
13.647671699523926,0,11849,
38.391014099121094,0,11899,
18.881654739379883,0,11949,
23.993698120117188,0,11999,
8.281844139099121,0,12049,
15.199360847473145,0,12099,
16.30907440185547,0,12149,
9.770581245422363,0,12199,
19.106616973876953,0,12249,
3.1445248126983643,0,12299,
27.74043083190918,0,12349,
23.97221565246582,0,12399,
30.646560668945312,0,12449,
27.839847564697266,0,12499,
10.852164268493652,0,12549,
13.064590454101562,0,12599,
9.125656127929688,0,12649,
8.818331718444824,0,12699,
7.950901031494141,0,12749,
19.528196334838867,0,12799,
77.03804016113281,0,12849,
9.847990989685059,0,12899,
22.467453002929688,0,12949,
11.706462860107422,0,12999,
