train-loss,epoch,step,val-loss,test-loss
3.4786529541015625,0,49,,
3.623975992202759,0,99,,
3.7357711791992188,0,149,,
3.753190755844116,0,199,,
3.4282007217407227,0,249,,
3.8116724491119385,0,299,,
3.8061776161193848,0,349,,
3.816293478012085,0,399,,
3.7100629806518555,0,449,,
3.7435922622680664,0,499,,
3.7419793605804443,0,549,,
3.6942319869995117,0,599,,
3.88335919380188,0,649,,
3.7782371044158936,0,699,,
3.718579053878784,0,749,,
3.7659144401550293,0,799,,
3.773087978363037,0,849,,
3.671116352081299,0,899,,
3.7721352577209473,0,949,,
3.8561885356903076,0,999,,
3.798585891723633,0,1049,,
,0,1063,3.8024487495422363,
3.938533306121826,1,1099,,
3.63045597076416,1,1149,,
3.759354591369629,1,1199,,
3.59668231010437,1,1249,,
3.6837267875671387,1,1299,,
3.7737481594085693,1,1349,,
3.6100614070892334,1,1399,,
3.98239803314209,1,1449,,
3.7061095237731934,1,1499,,
3.880167007446289,1,1549,,
3.5580475330352783,1,1599,,
3.7130885124206543,1,1649,,
3.666285276412964,1,1699,,
3.8247358798980713,1,1749,,
3.6251602172851562,1,1799,,
3.7997772693634033,1,1849,,
3.8208088874816895,1,1899,,
3.7630603313446045,1,1949,,
3.9441912174224854,1,1999,,
3.920400381088257,1,2049,,
3.690384864807129,1,2099,,
,1,2127,3.801220655441284,
3.6971383094787598,2,2149,,
3.879199504852295,2,2199,,
3.816314935684204,2,2249,,
3.7126517295837402,2,2299,,
3.8736624717712402,2,2349,,
3.790846347808838,2,2399,,
3.7344987392425537,2,2449,,
3.7801513671875,2,2499,,
3.904857873916626,2,2549,,
3.769435405731201,2,2599,,
3.953580379486084,2,2649,,
3.7913239002227783,2,2699,,
3.701519727706909,2,2749,,
3.8297319412231445,2,2799,,
4.026577472686768,2,2849,,
3.7426090240478516,2,2899,,
3.6394283771514893,2,2949,,
3.5032718181610107,2,2999,,
3.6794543266296387,2,3049,,
3.7445478439331055,2,3099,,
4.017757415771484,2,3149,,
,2,3191,3.8066959381103516,
3.8944504261016846,3,3199,,
3.7411439418792725,3,3249,,
3.770108699798584,3,3299,,
3.8373050689697266,3,3349,,
3.792712688446045,3,3399,,
3.6850297451019287,3,3449,,
3.963637590408325,3,3499,,
3.7571728229522705,3,3549,,
3.715806007385254,3,3599,,
3.8261191844940186,3,3649,,
3.770831823348999,3,3699,,
3.9555370807647705,3,3749,,
3.774223566055298,3,3799,,
3.862591028213501,3,3849,,
3.9854443073272705,3,3899,,
3.709872245788574,3,3949,,
3.707388401031494,3,3999,,
3.735319137573242,3,4049,,
3.5860824584960938,3,4099,,
3.832658529281616,3,4149,,
3.7563726902008057,3,4199,,
3.6809091567993164,3,4249,,
,3,4255,3.8007259368896484,
3.6054930686950684,4,4299,,
3.560798168182373,4,4349,,
3.829685926437378,4,4399,,
3.727564573287964,4,4449,,
3.786262273788452,4,4499,,
3.799996852874756,4,4549,,
3.7745234966278076,4,4599,,
3.7876529693603516,4,4649,,
3.811734676361084,4,4699,,
3.762174606323242,4,4749,,
3.9033124446868896,4,4799,,
3.662821054458618,4,4849,,
3.8339622020721436,4,4899,,
3.774848222732544,4,4949,,
3.6744942665100098,4,4999,,
3.823180675506592,4,5049,,
3.9818191528320312,4,5099,,
3.6323773860931396,4,5149,,
3.5366995334625244,4,5199,,
3.544844627380371,4,5249,,
3.7524921894073486,4,5299,,
,4,5319,3.803779363632202,
3.753549814224243,5,5349,,
3.8335325717926025,5,5399,,
3.6125357151031494,5,5449,,
3.819409132003784,5,5499,,
3.9215774536132812,5,5549,,
3.772493362426758,5,5599,,
3.8027119636535645,5,5649,,
3.763592481613159,5,5699,,
3.8105368614196777,5,5749,,
3.4734609127044678,5,5799,,
3.903205156326294,5,5849,,
3.6930577754974365,5,5899,,
3.568213701248169,5,5949,,
3.6434028148651123,5,5999,,
3.9393470287323,5,6049,,
3.721607208251953,5,6099,,
3.6244277954101562,5,6149,,
3.860393762588501,5,6199,,
3.689905881881714,5,6249,,
3.834663152694702,5,6299,,
3.5896828174591064,5,6349,,
,5,6383,3.80407977104187,
3.625828981399536,6,6399,,
3.8026087284088135,6,6449,,
3.694058418273926,6,6499,,
3.8176186084747314,6,6549,,
3.7990188598632812,6,6599,,
3.7940173149108887,6,6649,,
3.784360885620117,6,6699,,
3.658583879470825,6,6749,,
3.7406880855560303,6,6799,,
3.7609946727752686,6,6849,,
3.760385036468506,6,6899,,
3.8052783012390137,6,6949,,
3.743405342102051,6,6999,,
3.753744125366211,6,7049,,
3.8336124420166016,6,7099,,
3.6679701805114746,6,7149,,
3.839566230773926,6,7199,,
3.918630838394165,6,7249,,
3.6522130966186523,6,7299,,
3.623386859893799,6,7349,,
3.6404683589935303,6,7399,,
,6,7447,3.794722318649292,
3.799859046936035,7,7449,,
3.6981072425842285,7,7499,,
3.935819625854492,7,7549,,
3.9291889667510986,7,7599,,
3.755655288696289,7,7649,,
3.7688913345336914,7,7699,,
3.726688861846924,7,7749,,
3.8091495037078857,7,7799,,
3.7371668815612793,7,7849,,
3.7337777614593506,7,7899,,
3.6816492080688477,7,7949,,
3.672070264816284,7,7999,,
3.707400321960449,7,8049,,
3.780362367630005,7,8099,,
3.9590604305267334,7,8149,,
3.787357807159424,7,8199,,
3.767728805541992,7,8249,,
3.706364870071411,7,8299,,
3.7891106605529785,7,8349,,
4.018421173095703,7,8399,,
3.654594659805298,7,8449,,
3.7118442058563232,7,8499,,
,7,8511,3.8046014308929443,
3.893673896789551,8,8549,,
3.83782696723938,8,8599,,
3.665555953979492,8,8649,,
3.9510416984558105,8,8699,,
3.6467549800872803,8,8749,,
3.6248064041137695,8,8799,,
3.8076813220977783,8,8849,,
3.9803459644317627,8,8899,,
3.9223849773406982,8,8949,,
3.8641839027404785,8,8999,,
3.718348741531372,8,9049,,
3.875866174697876,8,9099,,
3.8144941329956055,8,9149,,
3.6028194427490234,8,9199,,
3.9154512882232666,8,9249,,
3.8044164180755615,8,9299,,
3.767336845397949,8,9349,,
3.673309803009033,8,9399,,
3.596167802810669,8,9449,,
3.7946810722351074,8,9499,,
3.629734754562378,8,9549,,
,8,9575,3.797269344329834,
3.7829716205596924,9,9599,,
3.7755603790283203,9,9649,,
3.6882572174072266,9,9699,,
3.821608066558838,9,9749,,
3.5980193614959717,9,9799,,
3.657931089401245,9,9849,,
3.6784121990203857,9,9899,,
3.8115415573120117,9,9949,,
3.8371782302856445,9,9999,,
3.873094081878662,9,10049,,
3.678128957748413,9,10099,,
3.66938853263855,9,10149,,
3.822955369949341,9,10199,,
3.554929256439209,9,10249,,
3.7571120262145996,9,10299,,
3.7537055015563965,9,10349,,
3.870823621749878,9,10399,,
3.7884340286254883,9,10449,,
3.7746760845184326,9,10499,,
3.7106714248657227,9,10549,,
3.6916017532348633,9,10599,,
,9,10639,3.7963809967041016,
,10,10640,,3.797353744506836
